date,ticker,action,shares,price,notional,cost
2019-04-30,3008.TW,BUY,5,3651.525146484375,18257.625732421875,0.0
2019-04-30,3037.TW,SELL,26,29.66739845275879,771.3523597717285,0.0
2019-04-30,3019.TW,SELL,303,70.89237213134766,21480.38875579834,0.0
2019-04-30,2327.TW,SELL,381,55.295833587646484,21067.71259689331,0.0
2019-04-30,3443.TW,SELL,103,204.49807739257812,21063.301971435547,0.0
2019-05-02,2317.TW,SELL,329,64.68296813964844,21280.696517944336,0.0
2019-05-02,2474.TW,SELL,133,163.1830291748047,21703.342880249023,0.0
2019-05-02,3661.TW,SELL,280,76.25760650634766,21352.129821777344,0.0
2019-05-02,2049.TW,BUY,90,235.65457153320312,21208.91143798828,0.0
2019-05-02,3037.TW,BUY,4,29.624343872070312,118.49737548828125,0.0
2019-05-02,3443.TW,BUY,107,199.5432891845703,21351.131942749023,0.0
2019-05-02,3711.TW,BUY,417,51.23493957519531,21364.969802856445,0.0
2019-05-03,9904.TW,BUY,777,27.817365646362305,21614.09310722351,0.0
2019-05-03,9910.TW,BUY,158,136.48362731933594,21564.413116455078,0.0
2019-05-03,2049.TW,BUY,1,235.25108337402344,235.25108337402344,0.0
2019-05-03,2327.TW,BUY,396,54.4786491394043,21573.5450592041,0.0
2019-05-03,3443.TW,SELL,107,201.79544067382812,21592.11215209961,0.0
2019-05-03,3711.TW,SELL,417,52.177024841308594,21757.819358825684,0.0
2019-05-03,3037.TW,SELL,1,29.968814849853516,29.968814849853516,0.0
2019-05-03,3008.TW,SELL,5,3671.15673828125,18355.78369140625,0.0
2019-05-06,2327.TW,SELL,396,53.29827880859375,21106.118408203125,0.0
2019-05-06,9904.TW,SELL,777,27.627878189086914,21466.861352920532,0.0
2019-05-06,9910.TW,SELL,158,137.58877563476562,21739.02655029297,0.0
2019-05-06,2049.TW,BUY,3,222.7420196533203,668.2260589599609,0.0
2019-05-06,2303.TW,BUY,2314,9.109662055969238,21079.757997512817,0.0
2019-05-06,2317.TW,BUY,333,63.194297790527344,21043.701164245605,0.0
2019-05-06,3037.TW,BUY,19,28.46175765991211,540.7733955383301,0.0
2019-05-06,4938.TW,BUY,561,37.55202865600586,21066.688076019287,0.0
2019-05-07,6415.TW,BUY,176,122.31391143798828,21527.248413085938,0.0
2019-05-07,3443.TW,BUY,109,195.9397735595703,21357.435317993164,0.0
2019-05-07,2883.TW,BUY,3006,7.166565895080566,21542.697080612183,0.0
2019-05-07,2207.TW,BUY,58,370.536376953125,21491.10986328125,0.0
2019-05-07,3711.TW,BUY,418,51.45234298706055,21507.07936859131,0.0
2019-05-07,3037.TW,SELL,740,29.753515243530273,22017.601280212402,0.0
2019-05-07,2317.TW,SELL,333,64.45966339111328,21465.067909240723,0.0
2019-05-07,2303.TW,SELL,2314,9.385712623596191,21718.539011001587,0.0
2019-05-07,2049.TW,SELL,94,225.16311645507812,21165.332946777344,0.0
2019-05-07,4938.TW,SELL,561,37.68378829956055,21140.605236053467,0.0
2019-05-08,9910.TW,BUY,150,142.00930786132812,21301.39617919922,0.0
2019-05-08,3443.TW,BUY,1,192.78672790527344,192.78672790527344,0.0
